provider,consumer
,http://eol.org/pages/2645413/data#data_point_16541154
,http://eol.org/pages/1045615/data#data_point_16623970
http://inaturalist.org/observations/1110468,http://eol.org/pages/2883227/data#data_point_17802868
http://inaturalist.org/observations/382030,http://eol.org/pages/2883227/data#data_point_17071313
http://inaturalist.org/observations/363089,http://eol.org/pages/2883227/data#data_point_17803095
http://inaturalist.org/observations/41045,http://eol.org/pages/2883227/data#data_point_17803256
http://inaturalist.org/observations/110564,http://eol.org/pages/2883227/data#data_point_17510966
http://inaturalist.org/observations/115492,http://eol.org/pages/2883227/data#data_point_16697536
http://inaturalist.org/observations/352336,http://eol.org/pages/2883227/data#data_point_16889818
http://inaturalist.org/observations/374790,http://eol.org/pages/2883227/data#data_point_17803182
http://inaturalist.org/observations/811308,http://eol.org/pages/2883227/data#data_point_17803179
http://inaturalist.org/observations/812241,http://eol.org/pages/2883227/data#data_point_16976552
http://inaturalist.org/observations/817725,http://eol.org/pages/2883227/data#data_point_17803250
http://inaturalist.org/observations/821651,http://eol.org/pages/2883227/data#data_point_17803194
,http://eol.org/pages/2883227/data#data_point_17803185
http://bioinfo.org.uk,http://eol.org/pages/38318/data#data_point_18436392
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/38318/data#data_point_18436434
http://inaturalist.org/observations/1110440,http://eol.org/pages/38318/data#data_point_18436159
http://inaturalist.org/observations/412532,http://eol.org/pages/38318/data#data_point_18436451
http://inaturalist.org/observations/431961,http://eol.org/pages/38318/data#data_point_18436412
http://inaturalist.org/observations/406475,http://eol.org/pages/38318/data#data_point_18436466
http://inaturalist.org/observations/412526,http://eol.org/pages/38318/data#data_point_18436435
http://inaturalist.org/observations/452207,http://eol.org/pages/38318/data#data_point_18436380
http://inaturalist.org/observations/800738,http://eol.org/pages/38318/data#data_point_18436160
http://inaturalist.org/observations/866841,http://eol.org/pages/38318/data#data_point_17175535
http://inaturalist.org/observations/1051880,http://eol.org/pages/38318/data#data_point_18436461
,http://eol.org/pages/38318/data#data_point_18338292
,http://eol.org/pages/558416/data#data_point_16976406
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/184704/data#data_point_18575330
http://inaturalist.org/observations/377568,http://eol.org/pages/184704/data#data_point_18575176
http://inaturalist.org/observations/517339,http://eol.org/pages/184704/data#data_point_18575197
http://inaturalist.org/observations/377254,http://eol.org/pages/184704/data#data_point_18575251
http://inaturalist.org/observations/333818,http://eol.org/pages/184704/data#data_point_16575282
http://inaturalist.org/observations/571531,http://eol.org/pages/184704/data#data_point_18337907
http://inaturalist.org/observations/431279,http://eol.org/pages/184704/data#data_point_17754926
http://inaturalist.org/observations/166248,http://eol.org/pages/184704/data#data_point_16793289
http://inaturalist.org/observations/365564,http://eol.org/pages/184704/data#data_point_16507544
http://inaturalist.org/observations/377776,http://eol.org/pages/184704/data#data_point_18575254
http://inaturalist.org/observations/309002,http://eol.org/pages/184704/data#data_point_18405717
http://inaturalist.org/observations/421705,http://eol.org/pages/184704/data#data_point_17778011
http://inaturalist.org/observations/748421,http://eol.org/pages/184704/data#data_point_18575210
http://inaturalist.org/observations/398918,http://eol.org/pages/184704/data#data_point_18284112
http://inaturalist.org/observations/460,http://eol.org/pages/184704/data#data_point_17866788
http://inaturalist.org/observations/170746,http://eol.org/pages/184704/data#data_point_18458210
http://inaturalist.org/observations/417735,http://eol.org/pages/184704/data#data_point_18470139
http://inaturalist.org/observations/517335,http://eol.org/pages/184704/data#data_point_18305422
http://inaturalist.org/observations/750170,http://eol.org/pages/184704/data#data_point_17681717
http://inaturalist.org/observations/775111,http://eol.org/pages/184704/data#data_point_17195914
http://inaturalist.org/observations/314796,http://eol.org/pages/184704/data#data_point_16991810
http://inaturalist.org/observations/347835,http://eol.org/pages/184704/data#data_point_17214475
http://inaturalist.org/observations/804991,http://eol.org/pages/184704/data#data_point_16937064
http://inaturalist.org/observations/805032,http://eol.org/pages/184704/data#data_point_17125446
http://inaturalist.org/observations/821651,http://eol.org/pages/184704/data#data_point_17803220
http://inaturalist.org/observations/847710,http://eol.org/pages/184704/data#data_point_18575160
http://inaturalist.org/observations/848656,http://eol.org/pages/184704/data#data_point_18018750
http://inaturalist.org/observations/956870,http://eol.org/pages/184704/data#data_point_18575249
http://inaturalist.org/observations/1026355,http://eol.org/pages/184704/data#data_point_18145487
http://inaturalist.org/observations/1036432,http://eol.org/pages/184704/data#data_point_18555544
,http://eol.org/pages/184704/data#data_point_18492502
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/184797/data#data_point_16545425
http://inaturalist.org/observations/271463,http://eol.org/pages/184797/data#data_point_16545097
http://inaturalist.org/observations/373753,http://eol.org/pages/184797/data#data_point_16545397
http://inaturalist.org/observations/386508,http://eol.org/pages/184797/data#data_point_16545247
http://inaturalist.org/observations/227863,http://eol.org/pages/184797/data#data_point_16545195
http://inaturalist.org/observations/622534,http://eol.org/pages/184797/data#data_point_16545135
http://inaturalist.org/observations/348393,http://eol.org/pages/184797/data#data_point_16545392
http://inaturalist.org/observations/389620,http://eol.org/pages/184797/data#data_point_16507475
http://inaturalist.org/observations/339136,http://eol.org/pages/184797/data#data_point_16545349
http://inaturalist.org/observations/413085,http://eol.org/pages/184797/data#data_point_16545388
http://inaturalist.org/observations/784653,http://eol.org/pages/184797/data#data_point_16545169
http://inaturalist.org/observations/313708,http://eol.org/pages/184797/data#data_point_16697457
http://inaturalist.org/observations/802545,http://eol.org/pages/184797/data#data_point_16545090
http://inaturalist.org/observations/804997,http://eol.org/pages/184797/data#data_point_16545156
http://inaturalist.org/observations/818477,http://eol.org/pages/184797/data#data_point_16545343
http://inaturalist.org/observations/833726,http://eol.org/pages/184797/data#data_point_16545127
http://inaturalist.org/observations/849342,http://eol.org/pages/184797/data#data_point_16697420
,http://eol.org/pages/184797/data#data_point_16545894
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/163027/data#data_point_17135653
http://inaturalist.org/observations/437024,http://eol.org/pages/163027/data#data_point_17135660
http://inaturalist.org/observations/208710,http://eol.org/pages/163027/data#data_point_17135837
http://inaturalist.org/observations/411694,http://eol.org/pages/163027/data#data_point_17135731
http://inaturalist.org/observations/380050,http://eol.org/pages/163027/data#data_point_17135740
http://inaturalist.org/observations/421703,http://eol.org/pages/163027/data#data_point_17135674
http://inaturalist.org/observations/416739,http://eol.org/pages/163027/data#data_point_17135729
http://inaturalist.org/observations/449959,http://eol.org/pages/163027/data#data_point_17004021
http://inaturalist.org/observations/399767,http://eol.org/pages/163027/data#data_point_16823112
http://inaturalist.org/observations/131732,http://eol.org/pages/163027/data#data_point_17135696
http://inaturalist.org/observations/297662,http://eol.org/pages/163027/data#data_point_17135672
http://inaturalist.org/observations/395036,http://eol.org/pages/163027/data#data_point_17135735
http://inaturalist.org/observations/782538,http://eol.org/pages/163027/data#data_point_17135726
http://inaturalist.org/observations/683537,http://eol.org/pages/163027/data#data_point_17135675
http://inaturalist.org/observations/1068716,http://eol.org/pages/163027/data#data_point_16723704
http://inaturalist.org/observations/1133706,http://eol.org/pages/163027/data#data_point_17135833
,http://eol.org/pages/163027/data#data_point_16536076
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/467459/data#data_point_18644788
http://inaturalist.org/observations/374121,http://eol.org/pages/467459/data#data_point_18644805
http://inaturalist.org/observations/453551,http://eol.org/pages/467459/data#data_point_18634443
http://inaturalist.org/observations/443311,http://eol.org/pages/467459/data#data_point_18644803
http://inaturalist.org/observations/374117,http://eol.org/pages/467459/data#data_point_16867983
http://inaturalist.org/observations/467428,http://eol.org/pages/467459/data#data_point_18279250
http://inaturalist.org/observations/374123,http://eol.org/pages/467459/data#data_point_18644789
http://inaturalist.org/observations/828424,http://eol.org/pages/467459/data#data_point_18644817
http://inaturalist.org/observations/882251,http://eol.org/pages/467459/data#data_point_17263335
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/1151649/data#data_point_17329487
http://inaturalist.org/observations/438360,http://eol.org/pages/1151649/data#data_point_17589633
http://inaturalist.org/observations/451224,http://eol.org/pages/1151649/data#data_point_17064136
http://inaturalist.org/observations/449602,http://eol.org/pages/1151649/data#data_point_17589745
http://inaturalist.org/observations/868573,http://eol.org/pages/1151649/data#data_point_17589704
,http://eol.org/pages/1151649/data#data_point_17589673
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/161520/data#data_point_16535534
http://inaturalist.org/observations/1094333,http://eol.org/pages/161520/data#data_point_16535490
,http://eol.org/pages/161520/data#data_point_16535566
http://inaturalist.org/observations/671963,http://eol.org/pages/2879595/data#data_point_17803863
http://biodiversity.org.au/afd/taxa/b3b7d121-2f53-4b79-9763-7fd075dc30ee,http://eol.org/pages/176683/data#data_point_17194631
http://bioinfo.org.uk,http://eol.org/pages/176683/data#data_point_17194854
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/176683/data#data_point_17194537
http://inaturalist.org/observations/739272,http://eol.org/pages/176683/data#data_point_17194536
http://inaturalist.org/observations/387409,http://eol.org/pages/176683/data#data_point_17027421
http://inaturalist.org/observations/748502,http://eol.org/pages/176683/data#data_point_17194619
http://inaturalist.org/observations/342655,http://eol.org/pages/176683/data#data_point_17194823
http://inaturalist.org/observations/374124,http://eol.org/pages/176683/data#data_point_17194602
http://inaturalist.org/observations/705110,http://eol.org/pages/176683/data#data_point_17194397
http://inaturalist.org/observations/304115,http://eol.org/pages/176683/data#data_point_17194412
http://inaturalist.org/observations/61128,http://eol.org/pages/176683/data#data_point_17194385
http://inaturalist.org/observations/429694,http://eol.org/pages/176683/data#data_point_17194540
http://inaturalist.org/observations/388213,http://eol.org/pages/176683/data#data_point_17194542
http://inaturalist.org/observations/662665,http://eol.org/pages/176683/data#data_point_17194712
http://inaturalist.org/observations/463172,http://eol.org/pages/176683/data#data_point_17194476
http://inaturalist.org/observations/312825,http://eol.org/pages/176683/data#data_point_17194502
http://inaturalist.org/observations/824802,http://eol.org/pages/176683/data#data_point_17194550
http://inaturalist.org/observations/823742,http://eol.org/pages/176683/data#data_point_17194832
http://inaturalist.org/observations/851006,http://eol.org/pages/176683/data#data_point_17141756
http://inaturalist.org/observations/898256,http://eol.org/pages/176683/data#data_point_16597731
http://inaturalist.org/observations/953028,http://eol.org/pages/176683/data#data_point_17194445
http://inaturalist.org/observations/954295,http://eol.org/pages/176683/data#data_point_16620223
http://inaturalist.org/observations/987253,http://eol.org/pages/176683/data#data_point_17194713
http://inaturalist.org/observations/989055,http://eol.org/pages/176683/data#data_point_17194473
http://inaturalist.org/observations/954136,http://eol.org/pages/176683/data#data_point_17029300
http://inaturalist.org/observations/989640,http://eol.org/pages/176683/data#data_point_17194479
http://inaturalist.org/observations/989718,http://eol.org/pages/176683/data#data_point_17194682
http://inaturalist.org/observations/989766,http://eol.org/pages/176683/data#data_point_17194794
http://inaturalist.org/observations/989860,http://eol.org/pages/176683/data#data_point_17194360
http://inaturalist.org/observations/989874,http://eol.org/pages/176683/data#data_point_17194408
http://inaturalist.org/observations/989900,http://eol.org/pages/176683/data#data_point_16905244
http://inaturalist.org/observations/989992,http://eol.org/pages/176683/data#data_point_16588586
http://inaturalist.org/observations/954209,http://eol.org/pages/176683/data#data_point_17194947
http://inaturalist.org/observations/990126,http://eol.org/pages/176683/data#data_point_17194829
http://inaturalist.org/observations/991087,http://eol.org/pages/176683/data#data_point_17194824
http://inaturalist.org/observations/989958,http://eol.org/pages/176683/data#data_point_17194437
http://inaturalist.org/observations/991900,http://eol.org/pages/176683/data#data_point_17194698
http://inaturalist.org/observations/1003834,http://eol.org/pages/176683/data#data_point_17194837
http://inaturalist.org/observations/1016371,http://eol.org/pages/176683/data#data_point_17194383
http://inaturalist.org/observations/1100757,http://eol.org/pages/176683/data#data_point_16986660
http://inaturalist.org/observations/990131,http://eol.org/pages/176683/data#data_point_17194478
http://inaturalist.org/observations/1162232,http://eol.org/pages/176683/data#data_point_16615156
,http://eol.org/pages/176683/data#data_point_17194942
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/17603/data#data_point_18720951
http://inaturalist.org/observations/363007,http://eol.org/pages/17603/data#data_point_17917379
http://inaturalist.org/observations/544170,http://eol.org/pages/17603/data#data_point_18399272
http://inaturalist.org/observations/152984,http://eol.org/pages/17603/data#data_point_18720952
http://inaturalist.org/observations/513738,http://eol.org/pages/17603/data#data_point_17775956
,http://eol.org/pages/17603/data#data_point_16608074
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/218565/data#data_point_16913442
http://inaturalist.org/observations/708651,http://eol.org/pages/218565/data#data_point_16913376
http://inaturalist.org/observations/514477,http://eol.org/pages/218565/data#data_point_16913550
http://inaturalist.org/observations/513740,http://eol.org/pages/218565/data#data_point_16913358
http://inaturalist.org/observations/835685,http://eol.org/pages/218565/data#data_point_16913534
http://inaturalist.org/observations/854968,http://eol.org/pages/218565/data#data_point_16913363
,http://eol.org/pages/218565/data#data_point_16913540
,http://eol.org/pages/1049057/data#data_point_18520983
,http://eol.org/pages/1049057/data#data_point_16541853
http://dx.doi.org/10.1017/s0266467400010816,http://eol.org/pages/1049057/data#data_point_16541686
http://dx.doi.org/10.2307/1943204,http://eol.org/pages/1049057/data#data_point_16541896
http://dx.doi.org/10.1086/401188,http://eol.org/pages/1049057/data#data_point_16541712
http://inaturalist.org/observations/472622,http://eol.org/pages/1049057/data#data_point_16657931
http://inaturalist.org/observations/584955,http://eol.org/pages/1049057/data#data_point_16541910
http://inaturalist.org/observations/831651,http://eol.org/pages/1049057/data#data_point_16541889
,http://eol.org/pages/1049057/data#data_point_16541946
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/581271/data#data_point_17726838
http://inaturalist.org/observations/125384,http://eol.org/pages/581271/data#data_point_17726851
http://inaturalist.org/observations/115438,http://eol.org/pages/581271/data#data_point_17726836
http://inaturalist.org/observations/383073,http://eol.org/pages/581271/data#data_point_17268649
http://biodiversity.org.au/afd/taxa/51c056fa-c2c9-46ef-a2f7-3d69cd292454,http://eol.org/pages/2682739/data#data_point_17052851
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/2682739/data#data_point_17052523
http://inaturalist.org/observations/1070837,http://eol.org/pages/2682739/data#data_point_17052470
http://inaturalist.org/observations/382489,http://eol.org/pages/2682739/data#data_point_17052486
http://inaturalist.org/observations/361495,http://eol.org/pages/2682739/data#data_point_16575046
http://inaturalist.org/observations/470551,http://eol.org/pages/2682739/data#data_point_17052817
http://inaturalist.org/observations/482594,http://eol.org/pages/2682739/data#data_point_17052144
http://inaturalist.org/observations/403212,http://eol.org/pages/2682739/data#data_point_17052457
http://inaturalist.org/observations/512733,http://eol.org/pages/2682739/data#data_point_17052281
http://inaturalist.org/observations/304116,http://eol.org/pages/2682739/data#data_point_17052263
http://inaturalist.org/observations/464289,http://eol.org/pages/2682739/data#data_point_17052461
http://inaturalist.org/observations/573813,http://eol.org/pages/2682739/data#data_point_17052321
http://inaturalist.org/observations/444548,http://eol.org/pages/2682739/data#data_point_17052337
http://inaturalist.org/observations/442668,http://eol.org/pages/2682739/data#data_point_17052450
http://inaturalist.org/observations/44392,http://eol.org/pages/2682739/data#data_point_17052425
http://inaturalist.org/observations/86226,http://eol.org/pages/2682739/data#data_point_17052724
http://inaturalist.org/observations/126967,http://eol.org/pages/2682739/data#data_point_17052326
http://inaturalist.org/observations/454423,http://eol.org/pages/2682739/data#data_point_17052322
http://inaturalist.org/observations/610443,http://eol.org/pages/2682739/data#data_point_17052473
http://inaturalist.org/observations/386510,http://eol.org/pages/2682739/data#data_point_16936841
http://inaturalist.org/observations/412524,http://eol.org/pages/2682739/data#data_point_17052452
http://inaturalist.org/observations/383073,http://eol.org/pages/2682739/data#data_point_17052332
http://inaturalist.org/observations/420917,http://eol.org/pages/2682739/data#data_point_17052465
http://inaturalist.org/observations/464305,http://eol.org/pages/2682739/data#data_point_16652775
http://inaturalist.org/observations/450566,http://eol.org/pages/2682739/data#data_point_17052463
http://inaturalist.org/observations/126965,http://eol.org/pages/2682739/data#data_point_17052328
http://inaturalist.org/observations/482591,http://eol.org/pages/2682739/data#data_point_17052435
http://inaturalist.org/observations/613744,http://eol.org/pages/2682739/data#data_point_17052205
http://inaturalist.org/observations/453803,http://eol.org/pages/2682739/data#data_point_17052462
http://inaturalist.org/observations/433026,http://eol.org/pages/2682739/data#data_point_16920630
http://inaturalist.org/observations/446522,http://eol.org/pages/2682739/data#data_point_17052595
http://inaturalist.org/observations/815179,http://eol.org/pages/2682739/data#data_point_17052488
http://inaturalist.org/observations/847029,http://eol.org/pages/2682739/data#data_point_17052501
http://inaturalist.org/observations/847695,http://eol.org/pages/2682739/data#data_point_17052336
http://inaturalist.org/observations/874568,http://eol.org/pages/2682739/data#data_point_17052362
http://inaturalist.org/observations/888201,http://eol.org/pages/2682739/data#data_point_16850220
http://inaturalist.org/observations/889401,http://eol.org/pages/2682739/data#data_point_17052218
http://inaturalist.org/observations/897005,http://eol.org/pages/2682739/data#data_point_17052491
http://inaturalist.org/observations/909660,http://eol.org/pages/2682739/data#data_point_17052215
http://inaturalist.org/observations/910757,http://eol.org/pages/2682739/data#data_point_17052634
http://inaturalist.org/observations/916885,http://eol.org/pages/2682739/data#data_point_17052598
http://inaturalist.org/observations/434884,http://eol.org/pages/2682739/data#data_point_17052846
http://inaturalist.org/observations/1019871,http://eol.org/pages/2682739/data#data_point_17052443
http://inaturalist.org/observations/1023361,http://eol.org/pages/2682739/data#data_point_17052267
http://inaturalist.org/observations/1023751,http://eol.org/pages/2682739/data#data_point_17052437
http://inaturalist.org/observations/958495,http://eol.org/pages/2682739/data#data_point_17052149
http://inaturalist.org/observations/963287,http://eol.org/pages/2682739/data#data_point_17052556
http://inaturalist.org/observations/967089,http://eol.org/pages/2682739/data#data_point_17052460
http://inaturalist.org/observations/970341,http://eol.org/pages/2682739/data#data_point_17052821
http://inaturalist.org/observations/983906,http://eol.org/pages/2682739/data#data_point_17052612
http://inaturalist.org/observations/984545,http://eol.org/pages/2682739/data#data_point_17052874
http://inaturalist.org/observations/985673,http://eol.org/pages/2682739/data#data_point_17052832
http://inaturalist.org/observations/988621,http://eol.org/pages/2682739/data#data_point_17052210
http://inaturalist.org/observations/954136,http://eol.org/pages/2682739/data#data_point_17029296
http://inaturalist.org/observations/989318,http://eol.org/pages/2682739/data#data_point_17052635
http://inaturalist.org/observations/989447,http://eol.org/pages/2682739/data#data_point_17052809
http://inaturalist.org/observations/989855,http://eol.org/pages/2682739/data#data_point_17052609
http://inaturalist.org/observations/989865,http://eol.org/pages/2682739/data#data_point_17011336
http://inaturalist.org/observations/1007739,http://eol.org/pages/2682739/data#data_point_17052824
http://inaturalist.org/observations/1026345,http://eol.org/pages/2682739/data#data_point_17052813
http://inaturalist.org/observations/1035245,http://eol.org/pages/2682739/data#data_point_17052524
http://inaturalist.org/observations/1038786,http://eol.org/pages/2682739/data#data_point_17052329
http://inaturalist.org/observations/1043436,http://eol.org/pages/2682739/data#data_point_17052653
http://inaturalist.org/observations/1051950,http://eol.org/pages/2682739/data#data_point_17052309
http://inaturalist.org/observations/1057771,http://eol.org/pages/2682739/data#data_point_17052660
http://inaturalist.org/observations/1062388,http://eol.org/pages/2682739/data#data_point_17052815
http://inaturalist.org/observations/1080470,http://eol.org/pages/2682739/data#data_point_17052631
http://inaturalist.org/observations/1082192,http://eol.org/pages/2682739/data#data_point_17052498
http://inaturalist.org/observations/1083763,http://eol.org/pages/2682739/data#data_point_17052203
http://inaturalist.org/observations/1110931,http://eol.org/pages/2682739/data#data_point_16723701
http://inaturalist.org/observations/1122574,http://eol.org/pages/2682739/data#data_point_17052467
http://inaturalist.org/observations/1132393,http://eol.org/pages/2682739/data#data_point_16896948
http://inaturalist.org/observations/1143680,http://eol.org/pages/2682739/data#data_point_17052656
http://inaturalist.org/observations/1143725,http://eol.org/pages/2682739/data#data_point_17052643
http://inaturalist.org/observations/1143803,http://eol.org/pages/2682739/data#data_point_17052265
,http://eol.org/pages/2682739/data#data_point_16990368
http://biodiversity.org.au/afd/taxa/9c1d594c-f3ac-4a72-be4a-8229564e447e,http://eol.org/pages/2508463/data#data_point_17681855
http://biodiversity.org.au/afd/taxa/a4de5973-f843-49b7-a28a-a84f4e86406f,http://eol.org/pages/2508463/data#data_point_17681985
http://biodiversity.org.au/afd/taxa/8e8070dd-688e-407f-8044-963a90b29d5e,http://eol.org/pages/2508463/data#data_point_17681831
http://biodiversity.org.au/afd/taxa/44e0d603-2c9d-4b37-93d2-86bbffde7ebd,http://eol.org/pages/2508463/data#data_point_17449577
http://biodiversity.org.au/afd/taxa/f1845477-e91a-4945-9455-d64638dfeb04,http://eol.org/pages/2508463/data#data_point_17657078
http://biodiversity.org.au/afd/taxa/ee041972-64a6-4b7d-aa86-7aa4fd3ada84,http://eol.org/pages/2508463/data#data_point_17681942
http://biodiversity.org.au/afd/taxa/0c714d17-d06e-46af-b3c6-aa28afecc98a,http://eol.org/pages/2508463/data#data_point_17681906
http://biodiversity.org.au/afd/taxa/8cc7f657-f056-4f7f-bbb5-d48c4741c2e6,http://eol.org/pages/2508463/data#data_point_17681938
http://biodiversity.org.au/afd/taxa/49a87d19-8c88-47f8-8d2b-5682ddf70522,http://eol.org/pages/2508463/data#data_point_16480723
http://biodiversity.org.au/afd/taxa/dd1133b8-9849-4eb8-838c-322f4af51be0,http://eol.org/pages/2508463/data#data_point_17681936
http://biodiversity.org.au/afd/taxa/cc364fba-f7be-45f6-afad-bec95744e680,http://eol.org/pages/2508463/data#data_point_17682049
http://biodiversity.org.au/afd/taxa/35a33965-6e29-4447-b94d-05525d12b4d1,http://eol.org/pages/2508463/data#data_point_17682011
http://biodiversity.org.au/afd/taxa/66a30fba-e8d7-4691-8e6c-69434ecf2fef,http://eol.org/pages/2508463/data#data_point_17681830
http://biodiversity.org.au/afd/taxa/730052ce-cb72-494f-9f36-839dba5cdc96,http://eol.org/pages/2508463/data#data_point_17681931
http://biodiversity.org.au/afd/taxa/464cdc06-899d-4b1d-9f05-ce77b2806c43,http://eol.org/pages/2508463/data#data_point_17681929
http://biodiversity.org.au/afd/taxa/b0bec9ba-1f95-4280-9c3c-21983b9eac93,http://eol.org/pages/2508463/data#data_point_17681829
http://biodiversity.org.au/afd/taxa/5032b4b1-f6c8-4e94-ac98-3763f7964bd5,http://eol.org/pages/2508463/data#data_point_17681921
http://biodiversity.org.au/afd/taxa/0adbc6d9-1d0c-4f62-b199-0fe3d8d028c2,http://eol.org/pages/2508463/data#data_point_17681923
http://biodiversity.org.au/afd/taxa/78f5bf7b-27b2-4895-93dc-736e02976ef7,http://eol.org/pages/2508463/data#data_point_17681918
http://biodiversity.org.au/afd/taxa/cb204efc-e2f5-4f82-8b9d-88d6668c3f29,http://eol.org/pages/2508463/data#data_point_17681828
http://biodiversity.org.au/afd/taxa/d601c840-7d21-435f-9f53-70b40c1aba86,http://eol.org/pages/2508463/data#data_point_16811739
http://biodiversity.org.au/afd/taxa/bc6b2934-5251-4af8-956a-802d5c744173,http://eol.org/pages/2508463/data#data_point_17681948
http://biodiversity.org.au/afd/taxa/20367cca-3032-4add-b9f6-c2bf3327ae0e,http://eol.org/pages/2508463/data#data_point_17681946
http://biodiversity.org.au/afd/taxa/9cc0863f-110c-0b3b-e044-00144f3b4a43,http://eol.org/pages/2508463/data#data_point_17681995
http://biodiversity.org.au/afd/taxa/9cc0863f-0fb9-0b3b-e044-00144f3b4a43,http://eol.org/pages/2508463/data#data_point_17682013
http://bioinfo.org.uk,http://eol.org/pages/2508463/data#data_point_17681912
http://inaturalist.org/observations/244270,http://eol.org/pages/2508463/data#data_point_17682021
http://inaturalist.org/observations/464284,http://eol.org/pages/2508463/data#data_point_17681909
http://inaturalist.org/observations/173994,http://eol.org/pages/2508463/data#data_point_17681892
http://inaturalist.org/observations/624116,http://eol.org/pages/2508463/data#data_point_17681887
http://inaturalist.org/observations/629819,http://eol.org/pages/2508463/data#data_point_17681894
http://inaturalist.org/observations/963271,http://eol.org/pages/2508463/data#data_point_17681896
http://inaturalist.org/observations/953133,http://eol.org/pages/2508463/data#data_point_17681916
http://inaturalist.org/observations/953137,http://eol.org/pages/2508463/data#data_point_17681819
http://inaturalist.org/observations/967089,http://eol.org/pages/2508463/data#data_point_17052460
http://inaturalist.org/observations/1081171,http://eol.org/pages/2508463/data#data_point_17681914
,http://eol.org/pages/2508463/data#data_point_17681913
http://inaturalist.org/observations/573812,http://eol.org/pages/506437/data#data_point_18620799
http://inaturalist.org/observations/464284,http://eol.org/pages/506437/data#data_point_18620794
http://inaturalist.org/observations/151607,http://eol.org/pages/506437/data#data_point_18620804
http://inaturalist.org/observations/576949,http://eol.org/pages/506437/data#data_point_18518440
http://inaturalist.org/observations/600195,http://eol.org/pages/506437/data#data_point_18620796
http://inaturalist.org/observations/390820,http://eol.org/pages/506437/data#data_point_18620802
http://inaturalist.org/observations/134989,http://eol.org/pages/506437/data#data_point_18620811
http://inaturalist.org/observations/442179,http://eol.org/pages/506437/data#data_point_18620797
http://inaturalist.org/observations/637186,http://eol.org/pages/506437/data#data_point_18484547
http://inaturalist.org/observations/825828,http://eol.org/pages/506437/data#data_point_18560458
http://inaturalist.org/observations/917606,http://eol.org/pages/506437/data#data_point_16938646
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/259035/data#data_point_18423939
http://inaturalist.org/observations/648176,http://eol.org/pages/259035/data#data_point_18423958
http://inaturalist.org/observations/254374,http://eol.org/pages/259035/data#data_point_16807459
http://inaturalist.org/observations/23627,http://eol.org/pages/259035/data#data_point_18423945
http://inaturalist.org/observations/317302,http://eol.org/pages/259035/data#data_point_18423940
http://inaturalist.org/observations/807127,http://eol.org/pages/259035/data#data_point_18423935
http://inaturalist.org/observations/201488,http://eol.org/pages/259035/data#data_point_18423936
,http://eol.org/pages/259035/data#data_point_18423961
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/37724/data#data_point_18581716
http://inaturalist.org/observations/364112,http://eol.org/pages/37724/data#data_point_18581717
http://inaturalist.org/observations/128972,http://eol.org/pages/37724/data#data_point_18581709
http://inaturalist.org/observations/363047,http://eol.org/pages/37724/data#data_point_18581723
http://inaturalist.org/observations/128992,http://eol.org/pages/37724/data#data_point_18077495
http://inaturalist.org/observations/363060,http://eol.org/pages/37724/data#data_point_18581724
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/180991/data#data_point_18703908
http://inaturalist.org/observations/428286,http://eol.org/pages/180991/data#data_point_18611432
http://inaturalist.org/observations/381818,http://eol.org/pages/180991/data#data_point_18773911
http://inaturalist.org/observations/443317,http://eol.org/pages/180991/data#data_point_18941837
http://inaturalist.org/observations/364158,http://eol.org/pages/180991/data#data_point_18941828
http://inaturalist.org/observations/586356,http://eol.org/pages/180991/data#data_point_18511458
http://inaturalist.org/observations/756071,http://eol.org/pages/180991/data#data_point_18676536
http://inaturalist.org/observations/754179,http://eol.org/pages/180991/data#data_point_16652787
http://inaturalist.org/observations/537734,http://eol.org/pages/180991/data#data_point_18941832
http://inaturalist.org/observations/579119,http://eol.org/pages/180991/data#data_point_18551624
http://inaturalist.org/observations/818527,http://eol.org/pages/180991/data#data_point_18941838
,http://eol.org/pages/180991/data#data_point_18256874
http://dx.doi.org/10.6084/m9.figshare.1168861,http://eol.org/pages/581307/data#data_point_18930398
http://inaturalist.org/observations/126967,http://eol.org/pages/581307/data#data_point_17268356
http://inaturalist.org/observations/124533,http://eol.org/pages/581307/data#data_point_18930415
http://inaturalist.org/observations/129996,http://eol.org/pages/581307/data#data_point_17329478
